tosca_01_1,tosca_01_2,tosca_01_3,tosca_01_4,tosca_02_1,tosca_02_2,tosca_02_3,tosca_02_4,tosca_03_1,tosca_03_2,tosca_03_3,tosca_03_4,tosca_04_1,tosca_04_2,tosca_04_3,tosca_04_4,tosca_05_1,tosca_05_2,tosca_05_3,tosca_05_4,tosca_06_1,tosca_06_2,tosca_06_3,tosca_06_4,tosca_07_1,tosca_07_2,tosca_07_3,tosca_07_4,tosca_08_1,tosca_08_2,tosca_08_3,tosca_08_4,tosca_09_1,tosca_09_2,tosca_09_3,tosca_09_4,tosca_10_1,tosca_10_2,tosca_10_3,tosca_10_4,tosca_11_1,tosca_11_2,tosca_11_3,tosca_11_4,gasp_1,gasp_2,gasp_3,gasp_4,gasp_5,gasp_6,gasp_7,gasp_8,gasp_9,gasp_10,gasp_11,gasp_12,gasp_13,gasp_14,gasp_15,gasp_16,bf_3,bf_8,bf_13,bf_18,bf_23,bf_28,bf_33,bf_38,bf_43,bf_48,bf_53,bf_58,sex,gender,age,ethnicity,WC,consc,tos_gu,tos_sh,gu_nbe,gu_rep,sh_nse,sh_wth,gutot,shtot
5,2,5,4,5,4,1,2,5,5,5,2,2,1,2,4,5,1,2,5,1,5,1,5,1,1,4,5,1,5,1,4,2,5,5,1,5,1,5,1,1,5,5,1,5,7,7,3,6,7,2,4,6,6,7,2,7,7,7,7,2,2,5,3,3,3,3,4,5,1,3,4,Female,Female,18,Hispanic or Latino,103,3.666666667,4.727272727,4.636363636,25,27,27,11,52,38
4,2,5,2,4,2,1,2,5,2,3,2,1,1,2,4,4,1,2,5,1,3,2,5,2,1,4,4,1,4,1,5,2,4,4,3,4,1,4,1,1,5,3,2,5,6,6,1,6,7,2,2,5,6,6,2,7,7,7,7,4,2,4,2,2,4,2,4,4,2,4,4,Female,Female,22,Non-Hispanic White or Caucasian,19,3.166666667,4.363636364,3.545454545,24,25,26,7,49,33
5,2,5,3,3,3,4,5,5,5,3,3,3,3,4,2,5,3,5,5,5,3,3,4,1,5,5,5,5,1,1,2,4,5,5,3,5,4,5,1,5,3,2,3,7,7,7,2,6,7,5,2,4,4,7,1,7,5,6,3,1,2,5,5,1,3,4,5,4,2,4,4,Female,Female,19,Non-Hispanic White or Caucasian,25,4.166666667,3.818181818,3.909090909,19,26,25,10,45,35
5,2,4,2,5,5,2,2,3,4,5,3,4,5,3,5,4,1,2,5,3,4,3,4,4,2,5,5,2,4,2,4,4,5,4,3,4,2,5,2,4,5,4,3,3,6,5,5,6,7,4,4,6,5,6,4,5,5,7,5,4,3,3,3,4,3,2,3,4,2,4,3,Female,Female,19,Asian or Asian American,42,3,4.636363636,4.181818182,19,25,22,17,44,39
5,2,4,3,5,3,4,4,5,5,5,4,3,3,3,5,2,4,4,5,4,4,4,5,3,1,4,4,2,4,5,5,5,4,5,4,4,1,4,1,5,5,4,4,4,6,6,4,5,5,3,3,5,5,6,3,6,5,6,5,2,3,5,5,3,2,3,4,4,1,5,4,Female,Female,20,"Hispanic or Latino,Non-Hispanic White or Caucasian",82,3.916666667,4.727272727,3.818181818,19,23,22,13,42,35
5,3,4,2,2,2,1,4,4,3,2,4,2,3,2,4,4,2,4,5,3,3,3,3,4,1,4,3,4,3,2,3,4,3,4,4,5,1,5,3,4,4,3,1,5,5,6,3,5,7,3,2,6,6,6,1,5,2,6,5,2,2,4,5,3,4,4,5,4,1,4,4,Male,Male,21,Asian or Asian American,16,3.833333333,3.636363636,3.363636364,18,22,24,9,40,33
5,1,5,3,5,3,3,1,5,2,5,3,2,5,1,4,4,4,3,3,3,4,2,4,2,2,4,4,1,5,2,5,4,5,5,2,4,4,2,2,4,4,1,2,7,7,7,7,7,7,5,7,7,7,7,7,7,7,7,7,3,3,5,4,2,4,4,5,5,2,5,3,Female,Female,21,Asian or Asian American,22,3.916666667,4.181818182,3.727272727,28,28,28,26,56,54
5,1,5,4,5,1,1,4,3,3,1,1,1,1,1,5,1,1,4,5,1,5,1,5,2,1,5,4,2,5,5,5,3,5,5,1,4,1,5,1,1,5,3,1,1,7,7,1,1,6,3,1,7,6,7,6,7,7,7,7,2,3,5,1,4,2,4,4,5,3,5,3,Female,Female,33,Non-Hispanic White or Caucasian,14,3.583333333,4.636363636,3.363636364,22,22,26,11,44,37
5,1,5,1,4,1,3,4,4,4,5,4,4,1,1,5,1,2,4,4,3,2,4,3,2,2,4,5,2,3,4,4,4,4,2,4,4,1,4,1,3,4,3,3,5,3,6,5,6,4,3,3,6,6,7,3,7,5,6,6,4,3,4,2,4,4,2,4,4,2,4,4,Male,Male,30,Non-Hispanic White or Caucasian,73,2.916666667,4,3,22,22,23,14,44,37
5,2,4,1,5,1,1,1,1,2,2,2,1,3,2,5,3,2,2,5,2,3,3,3,3,2,5,2,4,1,1,4,4,1,4,5,2,2,4,1,5,3,3,1,7,6,7,6,7,6,6,3,6,6,7,1,6,4,3,7,5,5,3,1,4,5,5,5,4,2,5,4,Female,Female,21,Asian or Asian American,8,2.833333333,4,2.181818182,24,23,25,16,47,41
5,2,4,2,4,2,4,4,4,4,3,5,4,3,2,3,NA,NA,NA,NA,4,1,5,4,4,1,5,2,1,5,1,5,1,3,5,5,5,2,5,1,2,4,3,1,7,4,6,3,7,5,5,5,7,6,7,5,6,3,6,4,2,4,5,5,4,4,4,4,5,2,4,2,Male,Male,23,Asian or Asian American,35,3.75,NA,NA,21,24,23,18,45,41
4,2,5,1,4,2,2,2,4,2,2,3,3,3,2,3,2,2,4,5,3,2,4,4,3,2,4,5,3,4,4,4,3,4,4,2,4,2,4,1,4,4,2,5,2,5,6,4,3,5,2,7,4,5,5,3,5,3,5,5,3,4,2,5,4,3,3,4,2,3,4,4,Female,Female,19,Asian or Asian American,47,2.916666667,3.909090909,3.181818182,14,18,21,16,32,37
5,1,5,1,1,1,5,5,5,1,5,5,5,1,3,4,1,5,5,4,5,1,5,1,5,1,5,1,5,1,5,3,1,1,5,1,4,1,5,2,1,5,1,5,1,7,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,5,5,1,3,5,5,5,1,5,4,Male,Male,40,Non-Hispanic White or Caucasian,12,4.583333333,3.909090909,2.181818182,4,10,4,6,14,10
1,1,3,1,2,1,1,4,3,1,2,4,2,1,1,4,1,1,5,5,3,2,4,4,4,1,5,2,3,1,1,2,2,2,5,1,1,1,3,5,3,4,1,1,1,6,4,2,4,5,2,3,3,5,6,1,5,7,7,4,1,4,5,4,3,4,5,4,5,1,4,4,Male,Male,21,Non-Hispanic White or Caucasian,78,3.833333333,3.545454545,1.454545455,15,23,19,8,38,27
5,2,5,2,5,4,1,4,5,1,2,2,1,1,1,4,2,2,4,5,1,2,4,4,1,1,4,5,2,4,1,5,2,5,4,2,2,1,5,1,1,4,5,1,6,6,6,7,3,7,3,2,6,7,7,4,6,5,4,3,3,1,5,3,2,1,3,4,5,1,5,2,Female,Female,21,Asian or Asian American,106,4.25,4.272727273,3.636363636,20,20,26,16,40,42
5,3,5,1,5,1,1,4,4,4,4,4,4,4,1,5,2,4,4,5,2,2,4,5,3,1,3,3,4,2,4,3,1,2,5,3,5,1,5,1,3,5,5,2,7,1,5,1,3,6,1,3,7,7,5,1,7,7,6,6,3,1,5,5,2,2,2,4,5,1,5,1,Male,Male,29,"Hispanic or Latino,Non-Hispanic White or Caucasian",28,4.333333333,4.545454545,2.909090909,27,15,25,6,42,31
5,2,4,4,4,1,3,4,4,3,4,2,1,2,1,4,4,2,4,4,3,4,4,4,3,1,5,5,3,2,1,2,4,4,4,4,4,1,4,1,1,4,4,1,4,6,6,3,6,7,1,1,6,6,6,1,5,6,6,4,1,2,4,4,5,1,4,4,4,1,4,4,Female,Female,20,"Asian or Asian American,Non-Hispanic White or Caucasian",95,3.833333333,3.909090909,3.454545455,20,24,24,6,44,30
5,1,5,1,5,2,3,4,5,3,2,4,2,2,3,3,3,3,3,5,1,5,2,5,5,2,5,5,2,5,5,5,5,5,5,4,5,2,5,2,3,5,5,1,2,7,7,7,3,4,3,4,3,3,4,4,3,6,6,3,3,4,5,5,3,4,2,5,5,3,4,5,Female,Female,19,Asian or Asian American,36,3.333333333,4.545454545,4.363636364,14,20,17,18,34,35
5,3,5,1,5,5,1,1,5,3,5,1,1,3,1,5,1,1,1,5,1,5,1,5,1,1,5,5,2,4,5,3,1,5,5,1,5,1,5,1,4,5,5,4,5,2,7,2,6,7,3,5,7,7,6,1,6,7,6,3,2,4,5,4,1,2,5,5,5,1,5,1,Female,Female,28,"Asian or Asian American,Hispanic or Latino",118,4.5,4.818181818,4.181818182,22,20,27,11,42,38
4,2,5,4,5,3,2,5,4,3,4,5,4,2,3,3,1,1,4,5,1,5,4,5,2,1,4,5,2,1,5,5,4,5,4,5,4,2,5,1,4,4,2,3,6,7,7,2,7,7,5,1,2,3,7,3,5,4,6,6,5,1,4,2,4,4,2,4,4,1,5,3,Female,Female,21,Non-Hispanic White or Caucasian,59,3.25,4.454545455,3.363636364,18,27,22,11,45,33
5,4,5,4,3,4,2,4,5,3,1,4,3,3,2,5,1,3,5,5,1,1,5,4,4,1,5,1,3,1,1,4,3,5,3,4,3,2,5,1,1,5,4,1,2,7,6,2,4,3,3,1,6,3,3,3,2,6,6,3,1,2,5,5,3,1,5,5,5,1,5,1,Female,Female,18,Non-Hispanic White or Caucasian,33,4.75,4.090909091,2.909090909,17,20,14,9,37,23
5,2,5,2,3,2,1,4,3,1,2,4,4,1,3,4,4,4,4,5,5,2,3,2,1,3,5,3,4,1,1,1,4,4,5,3,5,2,5,2,2,4,3,3,2,6,7,3,4,7,3,7,6,6,6,3,7,4,5,4,2,1,5,5,2,4,4,4,5,4,5,3,Male,Male,18,Asian or Asian American,11,4,3.727272727,3.181818182,16,21,27,16,37,43
4,3,5,4,4,1,1,5,5,3,3,4,4,5,2,4,2,4,5,5,1,3,3,4,1,1,4,4,4,3,2,3,3,4,5,5,5,2,4,2,1,3,4,1,1,7,6,4,5,7,4,3,5,5,6,2,3,3,5,6,3,4,3,4,4,4,3,3,4,1,5,3,Male,Male,18,Hispanic or Latino,34,3.25,4,3.363636364,15,23,21,13,38,34
2,3,5,1,5,1,1,4,5,2,2,4,3,3,2,4,3,1,5,5,4,2,5,3,1,1,2,5,5,3,1,2,2,5,5,5,4,2,5,1,4,5,5,4,6,7,5,7,7,7,4,5,7,6,5,3,2,2,4,6,1,1,4,5,1,1,5,4,4,1,3,1,Female,Female,20,Hispanic or Latino,83,4.583333333,3.909090909,3.363636364,21,23,20,19,44,39
2,4,5,1,5,1,2,4,2,3,1,3,1,1,1,5,1,1,4,5,1,4,3,3,3,1,3,4,1,5,5,3,3,5,3,1,3,1,5,1,1,5,3,1,6,5,7,3,5,7,3,2,7,7,6,3,7,7,5,3,2,3,4,3,4,1,4,4,4,1,5,2,Female,Female,23,Non-Hispanic White or Caucasian,767,3.916666667,3.909090909,2.818181818,23,21,28,11,44,39
1,3,5,3,3,1,3,5,4,3,5,2,2,3,4,2,2,3,4,5,2,3,3,3,4,3,4,5,1,1,1,3,3,3,5,3,4,4,3,4,4,5,4,3,5,4,5,6,5,5,5,4,4,5,4,4,4,5,6,5,4,3,2,3,2,3,4,3,4,3,2,4,Female,Female,21,Asian or Asian American,5,2.916666667,3.909090909,2.909090909,19,19,19,19,38,38
2,4,4,3,4,3,2,4,4,2,3,4,3,4,2,4,3,4,4,4,1,3,5,4,5,3,3,3,3,4,3,4,3,4,4,4,3,3,4,3,4,4,3,1,7,4,5,3,4,5,5,3,6,5,4,4,4,4,4,4,2,3,3,4,3,3,3,4,4,3,3,2,Female,Female,28,Non-Hispanic White or Caucasian,31,3.416666667,3.818181818,3.090909091,21,16,19,15,37,34
3,3,5,1,5,1,2,2,2,2,3,4,2,3,1,5,1,1,5,5,1,3,5,5,4,1,3,1,3,1,1,4,3,3,4,5,3,1,5,1,2,5,2,1,4,4,6,2,6,5,5,5,5,3,2,1,2,4,6,4,1,2,4,4,2,3,5,5,4,1,4,2,Female,Female,21,Hispanic or Latino,13,4.25,4.454545455,1.909090909,17,18,16,13,35,29
5,2,5,2,5,2,1,3,5,3,4,5,1,2,2,5,2,1,3,5,1,5,2,5,1,1,5,5,4,1,1,4,4,2,4,3,5,1,5,3,1,5,5,3,3,7,7,2,3,2,4,2,7,6,6,2,6,7,6,6,4,4,3,2,2,5,2,4,4,4,4,4,Female,Female,20,Asian or Asian American,82,2.666666667,4.727272727,3.545454545,23,22,21,10,45,31
5,4,5,3,5,3,1,3,4,2,5,3,3,3,2,5,3,2,3,5,1,4,3,5,2,2,4,4,3,3,3,4,3,3,4,3,4,2,5,1,2,5,3,1,6,6,4,2,5,5,4,4,7,5,6,3,6,5,6,4,2,2,5,4,3,2,4,4,5,2,4,2,Female,Female,21,Non-Hispanic White or Caucasian,57,4.083333333,4.727272727,3.454545455,22,23,20,13,45,33
1,1,5,3,5,2,1,3,4,5,4,4,1,2,3,4,1,1,3,5,3,4,3,5,3,1,5,4,1,3,1,4,3,5,5,3,4,1,5,1,1,5,3,2,6,7,7,5,6,7,4,1,6,3,5,1,4,7,7,5,3,3,5,3,4,2,2,3,4,2,4,3,Female,Female,22,Asian or Asian American,104,3.333333333,4.727272727,3.090909091,24,25,21,11,49,32
1,1,5,1,4,1,4,5,5,2,3,2,3,3,1,5,5,1,3,5,1,5,5,5,1,1,5,5,4,2,3,1,5,5,5,3,5,4,5,1,4,5,4,1,3,3,6,6,5,7,6,7,7,3,7,2,6,5,7,4,4,2,3,2,4,4,2,3,3,1,4,3,Female,Female,56,Asian or Asian American,6,2.916666667,4.363636364,3.545454545,19,22,22,21,41,43
3,4,5,3,4,1,3,4,3,4,4,3,4,3,2,4,2,2,5,5,1,4,2,4,2,1,5,5,4,3,2,3,3,4,4,2,4,1,4,1,1,5,4,1,6,7,6,3,4,7,5,3,5,5,7,2,5,5,6,5,4,4,3,3,4,3,2,3,4,3,2,3,Female,Female,24,Hispanic or Latino,39,2.666666667,4.272727273,3.181818182,21,24,23,13,45,36
3,4,5,1,5,1,3,4,1,3,2,3,3,1,1,5,1,4,3,5,5,5,5,5,1,1,2,4,4,1,4,2,3,3,5,1,4,1,5,1,1,5,1,1,7,7,7,1,5,3,6,1,7,7,5,1,7,7,6,7,3,3,5,3,4,3,4,3,5,1,4,1,Male,Male,21,"Black or African American,Other (please identify)",16,3.75,4.181818182,2.272727273,28,23,24,9,51,33
2,4,4,4,5,3,5,2,5,2,3,3,3,4,4,5,2,3,5,5,4,5,2,5,1,3,5,5,3,1,4,5,4,5,5,2,5,1,5,1,5,4,5,5,4,7,7,5,3,7,4,3,5,4,6,3,6,6,6,5,2,1,3,2,4,1,3,4,4,2,4,1,Female,Female,27,Other (please identify),13,3.75,4.636363636,3.818181818,20,22,24,15,42,39
5,2,5,2,5,1,2,4,4,2,2,4,1,1,2,4,1,1,3,5,2,3,3,5,3,1,4,2,1,2,1,4,2,2,4,3,2,1,5,1,2,5,1,1,7,6,7,2,7,6,3,2,6,6,6,2,6,6,7,6,2,2,5,4,2,2,2,4,4,1,4,4,Female,Female,20,Asian or Asian American,132,3.833333333,4.363636364,2.272727273,25,26,25,9,51,34
5,2,5,1,4,1,1,3,4,1,3,1,1,4,2,4,2,2,4,5,1,5,4,5,3,1,4,4,1,4,1,4,3,4,4,4,4,1,5,1,1,5,3,1,4,6,6,3,4,5,4,4,7,6,6,3,5,5,4,5,1,3,4,4,2,2,4,4,4,2,4,2,Female,Female,18,Hispanic or Latino,60,4,4.363636364,3.454545455,21,20,22,14,41,36
5,1,5,3,5,1,3,4,5,5,3,5,3,3,3,3,2,4,4,4,1,5,3,2,1,1,4,4,5,1,1,5,3,4,4,4,2,5,5,1,3,5,5,3,1,6,5,3,7,7,6,5,6,4,6,1,3,7,7,6,1,3,4,5,4,3,4,4,4,1,3,4,Male,Male,21,Non-Hispanic White or Caucasian,146,3.666666667,4.090909091,3.363636364,20,26,19,15,46,34
5,1,5,3,4,1,1,2,4,1,5,5,2,4,1,5,4,1,1,5,1,5,3,5,5,1,5,3,1,1,1,5,1,4,5,3,5,1,5,1,2,5,4,1,1,7,7,3,6,6,2,7,7,7,7,3,7,7,7,7,1,1,1,4,2,3,4,4,4,1,5,2,Female,Female,25,Asian or Asian American,24,4,4.909090909,3.363636364,22,27,27,15,49,42
4,1,4,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,Female,Female,19,Asian or Asian American,7,3,3.090909091,3,8,8,8,8,16,16
5,2,5,1,5,1,4,3,5,1,4,4,2,1,2,5,1,3,3,5,2,5,2,5,1,1,5,4,2,2,2,4,3,4,4,4,5,1,4,1,2,5,4,1,6,7,6,6,6,7,3,5,7,6,6,2,6,6,5,6,4,4,5,2,4,4,2,4,4,1,5,4,Female,Female,18,Non-Hispanic White or Caucasian,42,3.083333333,4.636363636,3.454545455,25,24,25,16,49,41
5,2,5,3,4,1,2,3,5,2,5,4,1,2,1,5,2,2,2,5,1,5,2,5,4,1,4,3,3,3,3,3,3,2,5,3,5,1,5,1,1,5,1,2,6,3,5,2,5,5,2,2,7,5,6,2,6,6,6,7,4,4,4,2,5,4,2,3,3,2,2,3,Female,Female,20,Asian or Asian American,13,2.5,4.636363636,3,26,20,21,8,46,29
5,2,5,3,4,1,2,3,4,1,4,3,1,2,2,5,1,2,4,5,2,4,4,5,2,1,5,4,2,4,1,3,2,5,5,3,3,1,5,1,2,5,4,1,3,6,7,4,6,6,5,1,4,6,6,1,7,7,7,6,3,4,5,4,1,4,3,4,5,1,5,4,Female,Female,18,Black or African American,68,3.75,4.636363636,3.363636364,20,25,26,11,45,37
1,1,5,1,5,1,1,3,3,1,3,1,2,4,1,5,5,1,1,5,1,5,1,5,3,1,4,4,1,3,1,5,1,2,5,3,5,1,5,1,2,5,1,1,7,7,7,1,7,7,5,1,7,7,7,4,7,7,4,7,3,3,3,3,3,3,3,3,3,1,5,3,Female,Female,22,Asian or Asian American,56,3.333333333,4.727272727,2.818181818,28,25,28,11,53,39
5,2,5,2,5,1,1,2,5,1,3,1,1,2,1,5,2,2,3,5,1,2,3,5,1,1,5,5,1,3,2,5,3,3,5,3,5,2,3,2,2,4,4,5,7,7,7,3,7,7,3,1,6,5,7,7,7,7,7,7,2,3,3,4,3,3,4,4,3,2,3,4,Female,Female,19,Hispanic or Latino,42,3.333333333,4.545454545,3.272727273,27,28,26,14,55,40
5,4,5,2,5,2,2,2,4,1,2,4,2,2,2,4,4,1,5,5,1,2,5,3,5,1,2,1,1,4,1,5,4,5,5,4,5,2,5,1,2,2,5,1,5,5,7,5,7,6,7,7,7,2,5,1,6,3,6,7,2,5,5,4,2,2,4,5,5,1,5,3,Female,Female,19,Black or African American,85,4.083333333,3.909090909,3.545454545,22,23,21,20,45,41
4,4,3,3,3,2,4,4,2,3,3,3,4,3,4,4,3,4,3,3,3,3,4,3,2,3,4,3,3,3,4,3,5,4,3,4,3,3,3,3,2,3,4,3,4,5,4,4,5,5,4,5,4,5,4,5,5,4,5,5,4,5,4,2,4,3,3,4,3,3,2,2,Male,Male,18,Black or African American,9,2.75,3.181818182,3.181818182,17,19,19,18,36,37
5,5,5,5,2,1,3,5,5,2,4,1,1,1,1,5,1,1,4,5,1,4,2,5,2,2,4,5,2,4,3,4,4,5,5,5,5,1,5,3,1,5,5,1,6,7,7,5,7,7,NA,5,4,6,4,3,7,4,7,3,5,2,5,1,2,4,2,5,5,4,5,4,Male,Male,19,Asian or Asian American,70,3.166666667,4.454545455,3.727272727,17,25,27,NA,42,NA
5,2,5,1,5,1,1,5,5,5,3,1,1,3,1,5,1,1,3,5,1,5,1,5,1,1,5,5,1,5,1,5,4,5,5,1,5,1,5,1,1,5,5,3,5,7,7,3,7,7,2,1,7,7,6,4,6,7,7,7,1,5,5,5,5,3,4,5,3,3,5,3,Female,Female,19,Hispanic or Latino,80,3.583333333,4.818181818,3.909090909,26,27,27,10,53,37
5,4,5,1,5,1,3,5,4,4,3,4,1,1,1,5,1,2,5,5,1,3,4,5,2,1,5,5,2,1,3,3,4,3,4,5,5,1,5,1,2,4,2,5,6,5,6,1,5,5,6,1,6,5,7,2,7,6,4,6,1,4,5,4,4,4,4,4,5,1,5,2,Female,Female,22,Hispanic or Latino,33,3.916666667,4.454545455,2.818181818,24,21,23,10,45,33
5,2,5,3,4,5,2,4,5,4,5,5,3,3,2,4,1,1,3,5,1,4,3,5,4,1,5,4,3,4,5,5,3,4,5,5,5,1,5,2,2,5,4,1,4,6,7,4,7,7,2,4,6,7,7,5,6,7,7,6,3,3,5,5,5,4,3,4,3,1,4,4,Female,Female,20,Asian or Asian American,123,3.333333333,4.818181818,3.909090909,23,27,27,15,50,42
5,3,5,1,5,4,1,2,5,1,4,4,3,1,1,5,5,1,2,5,5,5,5,4,1,1,5,5,4,1,1,1,3,5,4,2,5,1,1,1,2,5,5,1,4,1,7,1,7,7,1,1,7,7,7,1,7,7,7,7,NA,2,4,5,4,4,5,4,4,2,4,1,Female,Female,21,Hispanic or Latino,110,NA,4,4.181818182,25,22,28,4,47,32
4,1,5,3,4,2,3,4,5,3,3,3,1,2,3,3,4,2,4,5,1,4,3,5,1,2,5,5,3,3,5,3,4,5,5,2,5,2,5,2,2,5,4,2,2,7,7,3,6,7,6,7,7,4,7,2,7,5,7,6,2,3,5,5,3,4,4,4,4,2,4,3,Female,Female,19,Hispanic or Latino,36,3.75,4.363636364,4,20,27,25,18,47,43
5,3,5,2,4,2,2,4,4,2,4,3,4,4,4,2,1,1,5,5,2,4,4,4,2,2,5,5,4,3,1,3,3,4,2,2,5,1,5,1,2,4,3,1,5,6,6,3,5,7,4,2,7,6,5,2,5,5,6,5,4,3,3,2,4,4,2,4,3,3,2,4,Female,Female,19,Non-Hispanic White or Caucasian,160,2.5,3.909090909,3.636363636,22,22,24,11,44,35
4,2,3,2,1,1,1,4,2,2,4,2,2,2,1,5,1,1,5,5,1,2,3,5,2,1,4,1,2,2,2,2,3,2,4,2,2,1,3,1,2,4,1,2,7,5,5,2,2,2,3,1,7,2,5,1,2,6,6,6,2,2,4,5,2,2,5,4,4,1,4,2,Male,Male,38,Hispanic or Latino,10,4.25,3.636363636,1.727272727,26,18,11,7,44,18
5,4,5,2,5,4,3,2,5,2,4,4,4,3,1,5,5,1,3,5,1,5,2,5,3,3,5,5,2,4,1,4,4,5,5,4,5,1,5,1,4,5,5,1,4,7,7,2,5,7,5,1,6,6,7,3,7,6,5,4,4,3,4,3,5,4,2,4,4,2,5,3,Female,Female,18,"Asian or Asian American,Non-Hispanic White or Caucasian",154,3.083333333,4.818181818,4.454545455,20,24,27,11,44,38
5,1,5,2,5,1,3,2,5,1,5,5,4,2,1,5,3,3,2,5,1,4,1,5,4,1,5,5,4,4,1,3,1,5,4,1,5,1,5,1,4,5,1,5,5,7,7,1,7,7,1,1,7,7,7,1,6,7,7,6,3,2,4,4,2,4,4,4,4,1,4,4,Male,Male,20,Hispanic or Latino,71,3.666666667,4.727272727,3.545454545,25,28,27,4,53,31
1,4,5,1,5,1,4,4,5,2,4,5,3,4,2,5,1,1,4,5,1,4,4,3,1,1,4,4,4,1,1,3,1,5,5,2,4,1,5,1,1,4,3,1,3,6,7,2,4,7,4,3,7,5,4,4,4,3,5,4,1,1,5,5,1,4,5,4,4,1,4,4,Male,Male,22,American Indian or Alaska Native,76,4.25,4.363636364,2.818181818,17,19,23,13,36,36
5,2,4,2,5,2,1,3,3,2,4,3,2,3,2,4,2,1,3,5,1,5,3,5,4,1,5,3,2,1,1,4,2,3,4,3,4,1,3,1,1,5,4,1,5,7,5,1,3,5,2,2,6,5,5,2,6,6,6,4,2,2,4,4,2,2,4,4,4,2,4,3,Female,Female,21,Non-Hispanic White or Caucasian,22,3.916666667,4.363636364,3.090909091,21,21,21,7,42,28
4,2,5,3,5,3,2,4,5,3,4,4,4,5,5,3,5,2,2,4,5,2,4,3,4,1,5,5,3,3,1,2,2,5,5,5,5,2,5,2,3,5,5,2,5,4,7,3,4,7,1,2,2,6,4,3,7,6,2,3,4,4,5,5,5,5,2,2,4,4,2,4,Male,Male,21,Asian or Asian American,84,2.5,4.181818182,4.272727273,16,14,27,9,30,36
1,1,5,1,5,1,1,1,1,5,5,5,1,1,1,5,1,1,1,5,1,1,1,5,1,1,5,1,5,1,1,1,5,1,1,1,1,1,5,1,1,5,1,1,3,7,7,1,7,1,2,5,5,5,7,2,5,7,7,5,4,1,3,4,5,2,3,5,4,3,3,1,Female,,22,Hispanic or Latino,25,3.5,4.272727273,1,20,28,18,10,48,28
2,3,5,3,5,1,1,3,2,3,3,3,1,2,2,5,2,1,3,5,2,5,3,5,1,1,5,5,1,3,2,4,2,5,5,3,5,1,5,1,2,4,5,1,3,7,7,2,7,7,4,5,7,7,7,1,5,5,7,6,1,3,4,4,1,3,5,4,4,2,4,2,Female,Female,20,Asian or Asian American,77,4.083333333,4.636363636,3.363636364,21,28,26,12,49,38
5,1,5,3,4,1,3,3,5,2,3,3,2,2,3,4,3,1,4,5,1,5,4,4,2,1,5,3,3,1,1,3,4,4,4,1,3,1,5,2,1,5,3,1,3,5,6,1,6,7,2,1,4,5,7,4,5,1,7,2,3,1,5,5,3,4,3,4,5,4,5,4,Female,Female,18,Hispanic or Latino,83,3.666666667,4.272727273,3.272727273,10,25,23,8,35,31
3,1,5,2,5,4,2,2,5,1,4,3,1,1,1,4,1,1,4,5,1,2,4,4,4,1,4,1,1,5,1,5,1,5,5,2,4,1,3,1,2,3,5,2,6,7,7,3,6,6,5,1,7,6,7,5,6,7,6,7,2,4,4,4,4,5,2,2,4,4,2,5,Male,Male,19,Asian or Asian American,239,2.5,4.272727273,3.272727273,27,26,25,14,53,39
4,2,5,1,4,1,1,3,4,3,3,2,1,1,1,5,3,1,2,5,1,2,4,5,2,1,5,2,2,3,1,4,1,1,5,2,2,1,5,1,1,5,2,1,7,7,7,1,2,3,5,2,7,5,7,3,2,7,7,7,2,3,5,4,2,2,5,5,5,1,5,1,Female,Female,21,Hispanic or Latino,129,4.5,4.636363636,2.272727273,28,23,17,11,51,28
5,2,5,2,5,3,2,3,4,1,4,3,3,1,1,5,2,1,2,5,1,4,2,5,2,1,5,3,2,4,4,5,2,3,5,2,4,1,5,1,1,5,3,1,6,5,4,4,6,5,3,3,7,4,6,2,5,5,7,7,2,2,4,3,4,1,3,3,5,1,5,2,Female,Female,19,Hispanic or Latino,51,3.916666667,4.909090909,3.272727273,25,24,18,12,49,30
5,1,4,1,3,1,1,5,5,5,1,3,3,3,3,3,1,1,5,4,4,3,4,4,1,1,5,5,3,1,1,2,3,2,4,2,5,1,3,1,1,5,2,1,1,6,7,1,4,1,5,2,NA,4,6,1,4,4,6,4,1,3,4,5,2,4,4,4,4,1,4,3,Female,Female,22,Hispanic or Latino,20,3.916666667,3.454545455,3,NA,22,16,9,NA,25
2,1,5,1,2,1,1,1,1,1,1,5,1,1,1,3,1,1,2,5,3,1,3,1,1,1,2,1,1,1,1,1,2,1,2,2,2,1,1,1,1,4,2,1,1,1,1,1,1,1,5,1,1,1,1,1,1,2,1,1,2,2,4,2,4,1,3,4,4,1,3,4,Male,Male,19,Non-Hispanic White or Caucasian,21,3.5,2.454545455,1.272727273,5,4,4,8,9,12
5,3,5,4,5,3,2,2,5,2,5,3,1,1,1,5,4,1,2,5,4,4,5,4,5,1,5,4,2,5,2,5,4,5,5,4,4,3,5,1,5,5,5,5,5,7,6,1,7,5,3,6,3,7,7,5,6,6,6,7,4,2,4,4,4,2,4,4,5,1,5,2,Male,Male,20,Hispanic or Latino,77,3.916666667,4.909090909,4.090909091,21,27,24,15,48,39
