MoAimportSUM,MoAachieveSUM,IDEA8_exp,IDEA8_negativity,IDEA8_identity,IDEA8_between,IDEA8All,PSS_Family,PSS_Friends,PSS_Special,SWBscale,MindfulnessScale,BelongingScale,EfficacyScale,Exploitiveness,NPItot,Transgressions,Stress,PosDisabilityIdentity,SocMedia_maintain,SocMedia_newconnect,SocMedia_information,RaceDichotomized,EducationDichotomized,president,usdream_1,usdream_2,PhysicalDis,SensoryDis,LearningDis,PsychiatricDis,ChronicHealthDis,OtherDis,OtherDisSpecify,marriage1_1,marriage1_2,marriage1_3,marriage1_4,marriage2,marriage3,marriage4,marriage5,sex,age,sibling,armedservices,yearsservices,income,USresidency,USresidencyyears,EA_Status,Election_date,Political_views,Party_affiliation,President_coded,DisabilityIdentity,RaceCoded,EducationCoded
59,38,3,2.5,3,3,2.875,4.75,6,3.75,4.833333333,3.6,4.1,3.3,4,8,2.25,2.6,43,3.2,3.25,3,0,0,Trump,4,4,2,2,2,2,2,2,,20,20,40,20,3,9,4,1,2,18,"3,5,7",3,,7,1,18,1,2,6,6,Trump,2,1,1
64,46,3,3,4,4,3.5,5.25,7,7,5.166666667,3.533333333,3,3.4,1,0,1.5,2.4,44,2.6,3.75,2,0,1,Sanders,4,4,2,2,1,2,2,2,,20,20,20,40,4,10,2,1,1,,"3,5",3,,3,1,22,0,1,3,3,Sanders,2,1,1
62,52,2,3,3,3,2.75,7,7,7,4.666666667,4.933333333,2.3,3.1,3,4,1.5,2.7,20,2.8,2,3,0,1,Sanders,4,2,2,2,2,2,1,2,,40,40,10,10,2,9,2,1,2,,"2,3,4,5,7",3,,3,1,27,0,1,4,5,Sanders,2,1,1
61,48,3.5,3,3.5,3.5,3.375,6.25,4.5,5,4.333333333,3.333333333,4.4,2.8,2.333333333,2,3,3.4,33,2.8,3.25,5,0,0,Bernie Sanders,4,4,1,2,2,2,2,2,,20,30,25,25,4,14,2,1,1,,"2,3,4,5,7",3,,1,1,16,0,1,2,3,Sanders,2,1,1
72,50,4,3.5,3.5,2.5,3.375,5.5,6,7,6,3.4,3.9,3.6,3,5,1.25,3,,4,3.5,3.5,0,0,Donald Trump,4,5,2,2,2,2,2,,,30,30,20,20,3,9,1,1,1,,6,3,,7,1,24,0,1,6,4,Trump,2,1,1
40,20,4,4,4,4,4,7,4.5,7,7,6,3,4,2,7,1,3,,3,3,3,1,0,Trump,5,5,2,2,2,2,2,2,,100,100,100,100,5,4,5,1,2,18,"2,3,4,5,6,7",3,,5,1,18,1,2,6,6,Trump,2,3,1
71,39,4,3,3.5,3.5,3.5,6.25,5.75,4.75,5.333333333,3.533333333,2.7,3,3.333333333,1,1.5,2.5,34,3.8,2.5,3,0,0,N/A,1,3,2,2,2,2,2,2,,20,30,30,20,4,11,2,1,1,18,"2,4,6",3,,2,1,18,1,2,3,2,na,2,1,1
78,40,4,3.5,3,3.5,3.5,4.25,2.5,4,3.833333333,3.266666667,3,3.3,2,0,7,3,42,3,3,3,0,0,neither,4,3,1,2,1,2,2,,,100,100,100,95,5,12,3,2,1,18,"2,3,5,7",3,,3,1,18,1,2,,,neither,2,1,1
69,50,3.5,3,2.5,2.5,2.875,7,3.75,6.5,6.666666667,3.4,3,3.5,2,2,1.25,2.2,,2.8,2,4,1,1,Hillary Clinton,4,5,2,2,2,,2,,,35,35,20,10,5,9,1,1,2,37,"4,5,6",3,,5,1,37,0,2,2,1,Clinton,2,3,1
75,40,2.5,3.5,3.5,3,3.125,4,4,4.5,5.166666667,4.933333333,2.8,3.5,5,6,3.25,3.1,,4.2,4.75,4.5,1,0,Hilary Clinton,5,5,2,2,2,2,2,2,,10,20,55,15,3,14,4,4,2,21,"4,5,6",3,,1,2,,1,1,4,2,Clinton,2,2,1
75,33,3,3,2.5,2,2.625,4.25,3.75,6,4.333333333,5.4,1.2,3,1,3,2.5,3,,2.2,1.25,1,1,0,,3,3,2,2,2,2,2,2,,25,25,25,25,3,16,1,1,2,32,"3,4,5,6,7",3,,1,2,,0,1,,,,2,6,1
70,43,3.5,4,4,3.5,3.75,4.5,5.25,4.5,3,4.333333333,1.7,3.4,1,3,2,3.4,,2.4,3.5,4.5,1,0,,3,3,2,2,2,2,2,2,,75,100,100,80,3,12,3,2,1,22,"2,3,4,5,6,7",3,,1,2,,1,1,,,,2,2,1
78,43,4,3,4,1,3,7,7,7,6.666666667,3.8,1.8,3.7,2,6,1.25,3.1,32,3,1.75,3,,0,Neither but more Hillary Clinton; Trump is the modern day Hitler,4,5,2,2,2,2,2,1,Depression,32,33,20,15,3,12,2,4,2,23,"2,6",3,,4,2,,1,2,1,1,Clinton,2,8,1
77,47,4,4,3.5,3,3.625,2,7,7,5.833333333,4.066666667,2.7,3.9,1,7,1,3.1,,1,1,1,1,0,N/A,1,1,2,2,2,2,2,,,25,25,25,25,4,14,1,4,2,26,"2,3,5,7",3,,1,2,,1,2,,1,na,2,2,1
64,34,4,4,4,3,3.75,3.25,2.25,2.5,4.666666667,4.133333333,4.7,3.8,1,2,3.25,3.6,,2.8,4.5,5,0,1,Ted Cuz,5,3,,,,,,,,5,70,5,20,2,11,5,1,2,,2,3,,4,1,28,0,1,6,6,Cruz,2,1,1
69,35,4,4,3.5,4,3.875,6,5.75,6.75,5.5,4.933333333,3.3,3,1,2,1.25,2.8,,3.2,3.75,3.5,0,0,Trump,4,5,2,2,2,2,2,,,45,35,10,10,5,9,3,1,1,19,"2,3,4,5,6,7",3,,5,1,19,1,1,,6,Trump,2,1,1
60,43,4,4,4,4,4,1.75,6.25,7,2.333333333,1.666666667,3.8,2.8,1.666666667,1,3,4.3,,4.2,3.75,5,0,0,Trump,3,3,2,2,2,2,2,2,,80,100,100,100,5,10,5,1,2,18,"2,3,4,5,7",3,,1,1,,1,1,,,Trump,2,1,1
61,28,2.5,4,3,4,3.375,7,6.5,7,5.166666667,3,2.4,4,2,7,2.75,3.4,,2.4,4.25,3,0,0,Clinton,2,4,2,2,1,2,2,2,,20,20,50,10,5,12,2,1,1,,"2,3,6,7",3,,8,2,,0,1,2,4,Clinton,2,1,1
68,41,4,3,4,3,3.5,2.25,7,6,4.5,4.466666667,3.9,3.6,6,10,4.5,2.9,,2,2,1.5,0,0,Not Donald Trump or Hillary Clinton,2,3,2,2,2,2,2,2,,15,40,40,5,5,9,1,2,2,20,"2,3,4,5",3,,1,2,,1,1,,,neither,2,1,1
70,42,4,4,4,4,4,6.25,6.25,6,5.333333333,5.533333333,3.3,3.9,2,7,2.5,3,42,4.4,5,5,0,1,N/A,5,5,2,2,2,2,2,2,,30,30,30,10,4,14,1,1,1,19,"3,5,7",3,,4,1,19,1,2,,,na,2,1,1
7,36,3,2.5,4,3,3.125,7,7,7,2,4.266666667,1.8,4,5,12,2.5,3.888888889,,2.6,1.25,3,1,0,Hillary Clinton,3,3,2,2,2,2,2,2,,5,30,60,5,3,9,3,4,2,21,"2,4,6",3,,1,1,21,1,2,,1,Clinton,2,2,1
1,42,3.5,3.5,4,3.5,3.625,6.75,7,6,4.333333333,3.466666667,,3.222222222,1,4,2.5,3.4,,2.6,1.75,3.5,1,0,Clinton,5,4,2,2,2,2,2,2,,0,0,0,0,5,2,3,4,2,24,4,3,,1,1,24,1,2,,1,Clinton,2,2,1
77,39,3,3,4,4,3.5,6.25,6,6.75,2.833333333,3.866666667,3.4,2.1,1,2,1.5,3.9,23,1.8,4,5,0,0,,2,2,2,2,1,1,1,2,,30,20,20,30,4,11,1,1,2,18,"3,5,7",3,,1,1,18,1,2,,,,1,1,1
73,48,3.5,3,3.5,3,3.25,4.5,5.75,6.25,4.166666667,4.933333333,2.7,3.4,2.666666667,4,3.5,3.1,,2.8,3,2.5,1,1,None they both are some shit,4,4,2,2,2,2,2,,,13,50,35,2,3,12,3,4,2,22,3,3,,1,1,22,1,2,4,2,neither,2,3,1
65,46,4,4,4,4,4,3.5,5,5.25,5.333333333,2.466666667,2,3.7,2,5,1.25,1.9,,2.8,4,4.5,,1,Hilary,3,3,2,2,2,2,2,2,,10,10,50,30,2,9,1,1,2,22,"3,5,7",3,,4,1,22,1,2,4,2,Clinton,2,7,1
73,40,3.5,3,3.5,4,3.5,5.5,5.75,6,4.833333333,3.733333333,3.5,2.5,1,5,1.75,2.7,34,3.4,3.25,4,1,1,Donald trump,5,5,2,2,2,2,2,2,,100,100,100,60,3,14,4,1,2,24,"2,3,4,5,6",3,,3,1,20,1,2,6,6,Trump,2,3,1
46,27,2.5,4,2.5,4,3.25,1,1,1,1,2.133333333,1.8,2.6,5.666666667,7,7,4.6,42,5,5,5,1,0,Hilary,1,1,2,2,2,2,2,2,,0,0,70,0,1,26,1,4,1,21,1,3,,2,1,21,1,2,1,1,Clinton,2,3,1
65,38,3,4,3,2.5,3.125,3.75,4.5,6,3.166666667,2.533333333,4.2,2.1,3,1,2.25,3.9,28,4,3.5,2,0,1,,3,3,2,2,2,1,2,2,,55,0,30,15,4,10,3,2,2,,3,3,,2,1,25,0,1,,,,2,1,2
67,43,3,4,3,4,3.5,7,6,6.25,5,4.866666667,2.7,3.1,2,4,1,2.9,,3.4,3.75,2.5,1,1,Hillary Clinton,5,5,2,2,2,2,2,,,35,10,50,5,3,10,3,1,2,,1,3,,1,1,20,0,1,,2,Clinton,2,3,2
62,57,4,4,4,4,4,3,6.5,7,4.5,3.2,3.2,2.9,1,3,4.25,4.4,34,3.4,1.5,3,1,1,N/A,3,4,2,2,2,2,2,1,Asthma,100,100,100,25,5,9,2,2,2,,"2,3,7",3,,1,1,21,0,1,,,na,2,3,2
62,34,1.5,1.5,1,1,1.25,6,6,6,4.166666667,3,3,3,4,1,4,3,42,3,3,3,1,1,,4,4,2,2,2,2,2,2,,0,0,0,0,4,10,1,2,2,18,"2,3",3,,1,2,,1,2,,2,,2,3,2
70,60,3.5,3.5,4,3.5,3.625,4.5,7,7,5.333333333,4.333333333,3.5,2.9,1,3,2.25,4,41,2.6,3.25,3,0,1,None of them,3,3,2,2,1,2,1,2,,100,100,100,80,3,9,1,1,2,19,"2,4",3,,2,1,19,1,2,4,3,neither,2,1,2
60,31,3,3.5,3.5,3,3.25,5,6,6.75,4.833333333,3.266666667,3.2,3,3,5,2,3.5,42,2,2.75,3,0,1,Hillary Clinton,3,4,2,2,2,2,2,2,,25,0,55,20,3,9,2,1,2,20,"2,4",3,,5,1,20,1,2,2,3,Clinton,2,1,2
64,30,3,4,3.5,3.5,3.5,4,4.75,4.75,2.666666667,3.866666667,3.4,2.8,3.666666667,3,1.5,3.7,,2.4,3.75,3,0,1,Clinton,3,3,2,2,2,2,2,2,,10,30,35,25,2,19,1,1,2,22,"2,3,4,5,7",3,,5,2,,1,1,5,5,Clinton,2,1,2
42,28,3.5,1.5,3,2.5,2.625,4.25,4.75,5.75,1.666666667,4.2,4.7,1.5,4.333333333,11,2,3.8,,2.8,4.25,2.5,0,1,Trump,2,3,2,2,2,2,2,2,,5,50,20,25,3,16,1,1,1,20,"2,6",3,,4,2,,1,1,3,6,Trump,2,1,2
62,29,3,3,2.5,3,2.875,4.5,5.5,6.25,5.166666667,3.2,2.8,2.8,2.666666667,2,1,3.1,,2.2,1.75,2.5,0,1, hillary clinton,3,4,2,2,2,2,2,2,,30,75,60,80,2,13,1,2,2,22,2,3,,1,2,,1,1,2,3,Clinton,2,1,2
46,36,3,3,3,2,2.75,5,6,6.5,5.5,4.466666667,1.8,3.4,4.666666667,4,1.75,2.4,,2.4,1.25,2,0,1,None,1,1,2,2,2,2,2,2,,2,0,49,49,1,26,1,2,1,26,"3,5",3,,2,2,,1,1,3,3,neither,2,1,2
65,51,2.5,4,4,3,3.375,7,5,5.25,5,4.266666667,2.8,3.1,1.666666667,2,6.25,3,,4,5,5,1,1,Mrs Hillary Clinton,3,1,2,2,2,2,2,2,,4,3,2,1,4,13,1,1,2,24,"4,6",3,,1,2,,1,1,3,1,Clinton,2,6,2
56,34,3.5,4,3,3,3.375,5.75,6.5,4,4.166666667,3.866666667,3.2,3.7,2.333333333,5,1.5,3,34,3.2,2.25,3.5,0,1,Hillary Clinton,3,3,2,2,2,2,2,2,,10,40,35,15,3,14,1,1,2,24,4,3,,3,2,,1,1,2,4,Clinton,2,1,2
72,32,2.5,4,4,2.5,3.25,3.25,5.5,6.75,2.166666667,3.933333333,4.1,2.1,1,1,2,4,,2.4,2,2.5,0,1,Hilarry Clinton,4,4,2,2,2,2,2,2,,0,0,50,50,1,14,1,1,2,23,1,3,,1,2,,1,1,2,1,Clinton,2,1,2
56,41,4,4,4,4,4,7,7,7,4.333333333,4.266666667,3.7,3.9,1,4,1.25,3.3,,4.2,3.25,5,0,1,Hillary Clinton,2,4,2,2,2,2,2,2,,10,25,35,30,2,20,2,2,2,21,2,3,,1,2,,1,1,2,2,Clinton,2,1,2
74,41,4,2.5,4,3.5,3.5,7,7,7,6.5,4.933333333,2.7,3.6,1,3,1,2,,3,1.75,3.5,0,1,Hillary Clinton,5,3,2,2,2,2,2,2,,15,50,20,15,3,12,1,1,2,23,"2,4",3,,4,2,,1,1,3,3,Clinton,2,1,2
63,38,4,3.5,4,4,3.875,5.75,6,7,3.5,3.866666667,2.7,3.4,5.333333333,4,1,2.8,,3.2,2.5,4,0,1,,2,4,2,2,2,2,2,2,,30,30,30,10,4,12,1,1,1,21,"2,4,6",3,,3,2,,1,1,2,,,2,1,2
56,34,3.5,3,4,4,3.625,6.5,5.75,5.75,4.666666667,4.6,4.5,3.3,1,5,1.25,3.7,40,3.8,3.25,1.5,0,1,Clinton,1,2,2,2,2,2,2,,OCD and ADHD,10,20,20,50,2,14,1,1,2,21,"3,5,7",3,,3,2,,1,1,3,,Clinton,2,1,2
70,31,4,4,4,3,3.75,5.75,6.75,5.5,3,3.866666667,2.9,3,3.666666667,9,2.25,2.9,42,2.6,2.5,2,0,1,Clinton,4,4,2,2,2,2,2,,,25,25,25,25,4,14,3,1,1,25,"2,3,4,5,6,7",1,1,1,2,,1,1,5,2,Clinton,2,1,2
59,39,3.5,4,3,3.5,3.5,6.25,6,6.5,2,3.8,2.8,1.9,1,3,2,4.3,31,3.2,2.5,4,0,1,no one,2,3,,,,1,,,,0,0,40,60,1,12,5,1,2,20,3,3,,1,2,,1,1,,,neither,2,1,2
57,36,4,3.5,4,3,3.625,5.25,6.5,6.25,4.166666667,4.733333333,3.4,3,4,6,2,2.9,,3.6,4.75,5,0,1,,3,3,2,2,2,2,2,2,,0,0,60,40,4,19,1,1,2,25,1,3,,1,2,,1,1,3,3,,1,1,2
73,40,3.5,4,4,3.5,3.75,6.25,6.5,7,3.166666667,3.866666667,3.4,2.9,2.333333333,3,1.25,3.8,,3.4,3.75,4,0,1,Hilary Clinton,4,4,2,2,2,2,2,2,,10,30,40,20,2,16,1,2,2,25,"2,3,4,5",3,,4,2,,1,1,4,2,Clinton,2,1,2
65,37,4,4,4,4,4,6.75,7,7,6.166666667,4.4,3.5,3.2,1.666666667,10,1,2,,4.8,3.75,5,0,1,none,3,3,2,2,2,2,2,2,,0,50,30,20,2,19,1,1,2,23,1,3,,1,2,,1,1,,,neither,2,1,2
64,42,3.5,4,4,4,3.875,4.75,3,7,2.5,4.2,2.7,3.7,5,4,1.5,3.1,42,2.2,1.5,3,0,1,Donald Trump,4,4,2,2,2,2,2,2,,25,25,25,25,5,12,3,1,1,24,3,3,,3,2,,1,1,4,4,Trump,2,1,2
57,37,4,3.5,4,4,3.875,5.25,6.75,7,6.5,4.333333333,3.7,3,1.333333333,3,1,2.4,,3.2,3.25,3.5,0,1,Bernie Sanders,1,2,2,2,2,2,2,2,,20,15,15,50,3,12,2,1,2,23,"2,3,4,5,6,7",3,,3,2,,1,1,2,3,Sanders,2,1,2
43,32,3.5,3.5,3.5,4,3.625,6,6.25,6.5,5.666666667,4.266666667,3.5,2.8,1,2,1.75,3.2,,3.4,2,3.5,0,1,no one,4,4,2,2,2,2,2,2,,25,35,35,5,3,11,3,1,2,23,"2,4",3,,1,2,,1,1,,,neither,2,1,2
64,35,4,4,4,3,3.75,6.75,7,6.5,5,4.266666667,3.3,3.1,1,0,2.25,2.5,,2.6,1,3,0,1,,3,3,2,2,2,1,2,,,2,20,40,35,2,19,1,1,2,22,6,3,,2,2,,1,1,2,2,,2,1,2
77,37,4,3,4,4,3.75,4.75,4.25,7,3.5,3.533333333,3.1,2.7,2.666666667,1,1.75,3,,2.6,2.25,4.5,1,1,none,1,2,2,2,2,2,2,2,,10,50,20,20,3,8,2,1,2,22,"3,5,7",3,,2,2,,1,1,,,neither,2,2,2
76,37,3,3,3.5,4,3.375,6.25,6.25,6.5,5.166666667,3.6,3.6,3.3,2.666666667,3,2.25,2.8,,3.8,4.25,4,0,1,Nobody,2,3,2,2,2,2,2,2,,20,30,40,10,4,12,2,1,2,23,3,3,,1,2,,1,1,4,1,neither,2,1,2
59,28,3.5,3,3,3,3.125,6.5,7,6.75,4.333333333,4.8,1.5,4,5,6,4.25,2.5,42,2.4,2,3,1,1,Clinton,3,3,2,2,,2,2,2,,10,10,70,10,3,13,3,2,2,23,2,3,,3,2,,1,1,4,4,Clinton,2,6,2
71,29,3.5,3,4,3,3.375,7,6.25,6.75,6,4.6,3.7,3,4,5,2.5,2.8,,3.8,2.25,1,0,1,don tknow,3,3,2,2,2,2,2,,,30,30,30,10,3,14,1,1,2,22,3,3,,1,2,,1,1,,2,dontknow,2,1,2
69,35,2,3,3,3,2.75,6,6,6.25,4.166666667,4.733333333,3.3,3.4,3,5,1.25,2.5,42,3.2,1.75,2,0,1,Clinton Hillary,4,4,2,2,2,2,2,,,0,0,60,40,2,14,2,2,2,25,2,3,,2,2,,1,1,2,2,Clinton,2,1,2
76,39,4,4,3,3.5,3.625,6.5,6.75,6.75,5.5,4.6,4,2.7,3.333333333,1,2,3.4,58,3.8,3.25,3,0,1,none of them,4,3,,,,,1,,,25,35,30,10,3,9,3,1,2,23,"3,7",3,,1,2,,1,1,2,1,neither,1,1,2
71,40,4,2.5,4,3,3.375,5.75,6.5,5.75,5,3.4,2.9,3,3.333333333,1,1,2.9,42,3.6,3.25,3,,1,hillary clinton,5,4,2,2,2,2,2,2,,30,40,10,20,4,9,2,1,2,21,"2,3,4,5",3,,7,1,21,1,1,,3,Clinton,2,7,2
69,43,4,4,4,4,4,6.75,7,6,5.833333333,4.6,3.6,3.3,1.333333333,6,1.25,3.3,33,4,2.5,5,0,1,N/A,1,4,2,2,2,2,2,1,ADD,30,30,25,15,5,14,1,1,2,24,"3,5",3,,2,2,,1,1,2,2,na,2,1,2
68,37,4,4,3.5,4,3.875,5.75,6.25,7,3.333333333,2.866666667,4.1,3.1,3,3,1,2.4,,2,2.5,3.5,0,1,I'm not from the U.S. but I wouldn't choose either.,2,2,2,2,2,2,2,2,,20,20,30,30,4,12,1,3,2,22,1,3,,1,2,,1,1,,,neither,2,1,2
46,32,4,3,4,4,3.75,5,5.5,6.25,5.166666667,2.2,4.2,2.8,1.666666667,3,2,3,,3,3,4,1,1,Hillary Clinton,1,3,2,2,2,2,2,2,,0,0,60,40,1,16,1,1,2,22,"3,5,7",3,,1,2,,1,1,,,Clinton,2,6,2
67,27,3.5,3,4,2.5,3.25,4.75,1.75,7,4,3.4,4.2,2.4,1.333333333,4,1.5,3.7,,1.2,1.25,1,0,1,No one.,1,1,2,2,2,2,2,2,,13,33,21,33,3,17,1,1,2,23,"2,4",3,,1,2,,1,1,,,neither,2,1,2
58,39,4,3.5,4,3.5,3.75,2.25,4,5.5,2.666666667,3.4,3.5,2.8,2.666666667,1,2.5,3.7,39,3,3,4,1,1,Hillary Clinton,2,3,2,2,2,1,2,2,,20,80,90,90,1,17,1,1,2,23,"3,5,7",3,,1,2,,1,1,3,3,Clinton,2,7,2
74,39,3.5,3.5,2.5,2.5,3,4.75,7,6.5,5.5,3,3.8,3,1,2,1.5,2.2,49,4.4,3.25,4,0,1,Klinton,2,4,2,2,2,2,2,2,,15,25,40,20,3,14,2,1,2,22,1,3,,3,2,,1,1,2,1,Clinton,2,1,2
61,33,4,4,4,3,3.75,3.75,5.5,6.25,1.833333333,2.2,3.8,2.2,4.333333333,4,2.25,4.3,32,3,3.25,3,0,1,Hillary Clinton,2,2,2,2,2,1,2,2,,1,1,59,39,2,19,1,1,1,23,5,3,,1,2,,1,2,2,,Clinton,2,1,2
48,29,2,4,2,3,2.75,4.25,2.25,1.5,5.833333333,1.6,2,3.1,7,8,1,4.2,30,3,3,5,0,1,hillary clinton,5,4,2,2,2,2,2,1,adhd,0,0,70,30,1,25,1,2,2,22,2,3,,1,2,,1,2,1,4,Clinton,2,1,2
67,33,4,4,4,4,4,5.25,3.5,3,3.5,4.2,3.2,3.6,1.666666667,5,3,2.6,,3.6,3.25,4,0,1,,2,3,2,2,2,2,2,2,,13,60,13,13,2,19,3,1,1,19,1,3,,1,2,,1,2,2,4,,2,1,2
71,34,3.5,4,3.5,4,3.75,5,6,5.5,2.166666667,4.133333333,3.7,2.5,1.666666667,9,1.75,3.8,,3.4,2.5,4,0,1,Hillary Clinton,3,4,2,2,2,2,2,,,25,25,25,25,4,12,2,1,2,19,"3,5,7",3,,3,2,,1,2,3,3,Clinton,2,1,2
57,40,3,3,3,3,3,5.5,4.25,5,5.166666667,4.333333333,3,2.9,1,4,1.25,3.1,,1.6,1.75,2,0,1,none,2,2,2,2,2,2,2,,,30,20,30,20,2,11,1,1,2,22,"4,6",3,,5,2,,1,2,,,neither,2,1,2
66,35,4,3.5,4,3.5,3.75,3.25,4.25,5.25,3.166666667,2.733333333,3.2,3.6,2,7,1.5,3.2,37,2,2.75,4,0,1,Obama,3,3,2,2,2,2,2,2,,7,5,7,8,4,8,2,1,2,18,5,3,,1,2,,1,2,6,,Obama,2,1,2
64,37,3,3.5,3,3.5,3.25,5,5.25,6.75,3.833333333,3.866666667,2.9,2.4,2.666666667,2,2.5,3.6,,3.2,2.5,3.5,1,1,Bernie Sanders,2,2,2,2,2,2,2,2,,85,75,50,80,4,9,3,1,2,20,1,3,,1,2,,1,2,,,Sanders,2,6,2
47,38,3,3.5,2.5,3.5,3.125,6,5.75,4.5,1.833333333,5.2,3.1,2.5,2,3,1,3.5,,2.2,2.5,2.5,0,1,None,3,2,2,2,2,2,2,2,,20,25,25,30,2,26,1,3,2,19,1,3,,2,2,,1,2,1,2,neither,2,1,2
67,31,4,4,3,3.5,3.625,5.25,4.25,5.5,3.5,4.533333333,3.8,2.5,2.666666667,2,1.25,3.6,,2.2,3,3,0,1,,2,3,2,2,2,2,2,2,,10,10,60,20,3,11,1,1,2,18,"2,4,6",3,,1,2,,1,2,2,3,,2,1,2
62,47,4,3.5,3,3.5,3.5,5.75,6.25,6,3.666666667,3.2,3.4,3,4,4,2.25,3.3,,3,3.5,4,0,1,Sanders,3,4,2,2,2,2,2,,,25,25,25,25,2,14,3,1,1,18,"3,5,7",3,,6,2,,1,2,1,,Sanders,2,1,2
59,48,4,2,4,3.5,3.375,1.75,6,5.5,4.833333333,4.866666667,2.5,3.7,1,1,3,2.6,,3.4,1.5,3,,1,"None. Both options were rather bad. However, maybe this dramatic change will bring something good. Their are big changes happening all over the world and change usually happens when things aren't really working the way they are.",2,3,2,2,2,2,2,2,,20,25,35,20,2,11,2,4,2,19,"2,6",3,,1,2,,1,2,4,,neither,2,7,2
78,36,3.5,4,4,3.5,3.75,7,7,6.75,4,4.466666667,4.2,3,1,2,1.25,3,,4.8,2.5,4,0,1,,4,4,2,2,1,2,2,2,,100,100,100,100,4,11,2,1,2,18,1,3,,2,2,,1,2,5,,,2,1,2
75,39,1.5,4,3,2,2.625,6.5,3.75,3.5,3,2.4,2.4,2.4,1,3,2,1.8,34,3.6,2,5,1,1,Hillary Clinton,3,3,2,2,2,2,2,2,,100,100,60,10,4,19,3,1,1,26,3,3,,1,2,,1,2,4,2,Clinton,2,6,2
64,38,3.5,3.5,4,4,3.75,6,6.75,5.25,4.333333333,2.4,2.6,3.4,2,4,1.5,3.1,,3.8,4.75,4.5,0,1,,4,4,2,2,2,2,2,2,,10,25,30,35,2,20,1,2,2,20,2,3,,3,2,,1,2,2,3,,2,1,2
63,34,4,3,3.5,4,3.625,3.5,6.5,7,4.5,3.8,2.5,2.9,1.333333333,3,1.25,3.1,45,3,2.25,3,0,1,None.,2,3,2,2,2,2,2,1,Knee problem,0,0,60,40,2,16,1,2,2,18,"2,4",3,,2,2,,1,2,,,neither,2,1,2
57,42,4,1.5,2,3.5,2.75,6,5.75,6.75,5.833333333,4.6,2.8,3.3,1,2,1.25,2.8,48,3.4,1.25,3,0,1,Jill Stein,1,3,2,2,2,1,2,,,5,20,15,60,2,16,2,2,2,,"2,4,6",3,,1,1,20,0,1,4,,Stein,2,1,2
63,37,4,4,4,4,4,5.5,6,1,4.666666667,3.533333333,3.4,3.6,1.333333333,5,1.5,3.9,45,2.4,2.25,4,0,1,"Jill Stein would be ideal, but too much is at stake to not vote Hillary.",3,3,2,1,2,1,2,2,,25,0,60,15,2,11,2,1,3,,"3,5",3,,2,1,22,0,1,2,3,Stein-Clinton,1,1,2
63,37,3.5,3.5,3,3,3.25,4.5,6,5.75,5.166666667,3.733333333,3.3,3,2,1,1,3.3,44,3.4,2.25,2.5,1,1,Hillary Clinton,4,3,1,2,2,2,2,2,,10,5,55,30,2,14,1,2,2,,1,3,,3,1,18,0,1,2,2,Clinton,2,3,2
63,35,3,4,2.5,3.5,3.25,5.25,5,4.5,4.5,3.533333333,3.3,3,4,4,2.75,3.4,,3.4,4,4,1,1,Hillary Clinton,3,4,2,2,2,2,2,,,15,10,50,25,2,11,3,2,1,,5,3,,3,1,19,0,1,5,6,Clinton,2,3,2
57,36,3.5,3.5,3,3.5,3.375,4.75,2.75,5.5,1.833333333,4,2.5,3.4,3,6,2.75,3.4,,2,2.5,2.5,1,1,Clinton,4,5,2,2,2,2,2,2,,15,5,40,40,3,12,2,2,2,,1,3,,4,1,19,0,1,1,1,Clinton,2,3,2
70,53,4,4,4,4,4,5,7,5.25,4.166666667,2.666666667,3.7,3,1.333333333,2,1.5,3.9,47,4.6,3.25,5,1,1,Bernie Sanders,2,1,1,,,,,,,15,10,50,25,4,11,2,4,2,,"2,3,7",3,,1,1,21,0,1,4,2,Sanders,2,2,2
58,30,4,2,3,4,3.25,5.25,4.5,2.5,4.666666667,3,2.7,3.3,5.666666667,9,2.75,2.2,42,1.8,2.25,3,0,1,Trump,5,5,2,2,2,2,2,2,,20,40,20,20,4,7,4,1,1,,"2,3,4,5,6,7",3,,1,1,18,0,1,5,5,Trump,2,1,2
65,42,3,4,4,3.5,3.625,6,3,6,5,4.333333333,3.5,3.3,1,0,2,2.7,,3,2.25,3,,1,"Is this only referring to democrat or republican? If so, then Clinton. If not, then Johnson.",2,2,2,2,2,2,2,2,,30,40,20,10,3,9,2,2,2,,"2,4,6",3,,2,1,22,0,1,2,3,Johnson-Clinton,2,7,2
64,40,4,2.5,4,4,3.625,6.75,4.75,5.75,6.5,4.266666667,2.3,3.6,1,1,1.25,1.8,,1.8,1.75,2.5,,1,Clinton,3,3,2,2,2,2,2,2,,30,30,20,20,2,7,2,1,2,,3,3,,2,1,20,0,1,2,,Clinton,2,7,2
71,47,3,2.5,4,3,3.125,7,4,7,6.333333333,4.666666667,2.6,3.8,2,2,1.25,2.5,44,2.2,3,4,0,1,Donald Trump,3,3,2,2,2,2,2,2,,35,35,15,15,5,6,3,1,2,,"2,3,4,7",3,,2,1,19,0,1,6,6,Trump,2,1,2
73,48,2.5,4,3,3,3.125,1.75,2.25,7,4.333333333,4.466666667,4,3.7,1,1,3,2.5,42,1.2,2,2,0,1,Donald Trump,2,5,2,2,2,2,2,2,,25,25,25,25,3,11,1,1,2,,"2,3,6,7",3,,4,1,19,0,1,4,2,Trump,2,1,2
